PlayerRowId,SteamId,VACBanned,NumberOfVACBans,NumberOfGameBans,DaysSinceLastBan,EconomyBan,TotalGamesOwned,TotalPlaytimeMinutes,TotalPlaytimeHours
357,7.65612E+16,False,0,1,1754,False,0,0.0,0.0
358,7.65612E+16,True,1,0,4322,False,0,0.0,0.0
359,7.65612E+16,False,0,1,1683,False,0,0.0,0.0
360,7.65612E+16,True,1,0,4635,False,179,271103.0,4518.4
361,7.65612E+16,True,1,0,5586,False,0,0.0,0.0
362,7.65612E+16,True,1,0,2367,False,5,1073.0,17.9
363,7.65612E+16,True,1,0,4863,False,0,0.0,0.0
364,7.65612E+16,True,1,0,1972,False,0,0.0,0.0
365,7.65612E+16,False,0,1,3438,False,0,0.0,0.0
366,7.65612E+16,True,1,0,4998,False,0,0.0,0.0
367,7.65612E+16,True,1,0,2464,False,57,557949.0,9299.2
368,7.65612E+16,False,0,1,2462,False,12,25468.0,424.5
369,7.65612E+16,True,1,0,5205,False,0,0.0,0.0
370,7.65612E+16,True,1,0,2912,False,0,0.0,0.0
371,7.65612E+16,True,3,0,2758,False,19,145124.0,2418.7
372,7.65612E+16,True,1,0,1229,False,0,0.0,0.0
373,7.65612E+16,True,3,0,4111,False,0,0.0,0.0
374,7.65612E+16,True,1,0,5281,False,0,0.0,0.0
375,7.65612E+16,True,1,0,4441,False,101,965689.0,16094.8
376,7.65612E+16,True,1,0,5465,False,0,0.0,0.0
377,7.65612E+16,True,1,0,3498,False,50,389419.0,6490.3
378,7.65612E+16,True,1,0,3923,False,0,0.0,0.0
379,7.65612E+16,False,0,1,1280,False,212,226122.0,3768.7
380,7.65612E+16,False,0,1,2675,False,1,1116.0,18.6
381,7.65612E+16,False,0,1,2061,False,3,8264.0,137.7
382,7.65612E+16,False,0,1,368,False,0,0.0,0.0
383,7.65612E+16,False,0,2,2419,False,91,110060.0,1834.3
384,7.65612E+16,True,1,0,4875,False,0,0.0,0.0
385,7.65612E+16,False,0,1,3985,False,0,0.0,0.0
386,7.65612E+16,False,0,1,1317,False,45,24787.0,413.1
387,7.65612E+16,True,1,0,3442,False,3,4139.0,69.0
388,7.65612E+16,True,1,0,5398,False,346,267263.0,4454.4
389,7.65612E+16,False,0,1,3165,False,81,467509.0,7791.8
390,7.65612E+16,True,2,0,4128,False,5,17319.0,288.7
391,7.65612E+16,True,1,0,4861,False,0,0.0,0.0
392,7.65612E+16,True,1,0,2611,False,0,0.0,0.0
393,7.65612E+16,True,1,0,5462,False,0,0.0,0.0
394,7.65612E+16,True,3,0,4942,False,88,596425.0,9940.4
395,7.65612E+16,True,1,0,2162,False,3,13137.0,219.0
396,7.65612E+16,True,2,0,4677,False,0,0.0,0.0
397,7.65612E+16,False,0,1,3048,False,163,407466.0,6791.1
398,7.65612E+16,True,1,0,2394,False,0,0.0,0.0
399,7.65612E+16,True,1,0,5470,False,270,6275.0,104.6
400,7.65612E+16,True,1,0,3954,False,440,853891.0,14231.5
401,7.65612E+16,True,1,0,3110,False,11,64371.0,1072.9
402,7.65612E+16,True,1,0,3711,False,53,727723.0,12128.7
403,7.65612E+16,True,1,0,4271,False,0,0.0,0.0
404,7.65612E+16,True,1,0,4985,False,0,0.0,0.0
405,7.65612E+16,False,0,1,2458,False,71,159063.0,2651.1
406,7.65612E+16,False,0,1,1258,False,2,7915.0,131.9
407,7.65612E+16,False,0,1,1944,False,1,40.0,0.7
408,7.65612E+16,True,1,0,3885,False,0,0.0,0.0
409,7.65612E+16,True,1,1,2735,False,0,0.0,0.0
410,7.65612E+16,False,0,1,1469,False,0,0.0,0.0
411,7.65612E+16,True,1,0,3598,False,0,0.0,0.0
412,7.65612E+16,True,1,0,3581,False,507,172755.0,2879.3
413,7.65612E+16,True,1,0,4244,False,0,0.0,0.0
414,7.65612E+16,True,1,0,4910,False,104,231704.0,3861.7
415,7.65612E+16,True,1,0,5274,False,0,0.0,0.0
416,7.65612E+16,False,0,1,1170,False,0,0.0,0.0
417,7.65612E+16,False,0,1,2088,False,20,60258.0,1004.3
418,7.65612E+16,True,3,0,3649,False,0,0.0,0.0
419,7.65612E+16,True,1,0,4585,False,0,0.0,0.0
420,7.65612E+16,True,1,0,4975,False,104,306153.0,5102.6
421,7.65612E+16,True,1,0,2634,False,8,12673.0,211.2
422,7.65612E+16,True,1,0,4104,False,0,0.0,0.0
423,7.65612E+16,False,0,1,2269,False,0,0.0,0.0
424,7.65612E+16,True,1,1,2647,False,0,0.0,0.0
425,7.65612E+16,True,1,0,3589,False,0,0.0,0.0
426,7.65612E+16,False,0,1,2918,False,0,0.0,0.0
427,7.65612E+16,True,1,0,4702,False,17,106112.0,1768.5
428,7.65612E+16,False,0,1,2585,False,3,33565.0,559.4
429,7.65612E+16,False,0,1,1258,False,1,25713.0,428.6
430,7.65612E+16,True,1,0,3276,False,0,0.0,0.0
431,7.65612E+16,False,0,1,1417,False,2,186733.0,3112.2
432,7.65612E+16,True,1,0,3111,False,0,0.0,0.0
